,manufac_rf,manufac_anova,manufac_asw,manufac_kbet,manufac_lisi,sex_rf,sex_anova,sex_asw,sex_kbet,sex_lisi,diagnosis_rf,diagnosis_anova,diagnosis_asw,diagnosis_kbet,diagnosis_lisi,age_rf,age_anova,age_r2
raw,0.9359840954274354,71.94877756683518,-9.858261910267174e-05,14840.686757540481,-0.6768457506001921,0.9538767395626243,9.213244028555726,0.005912958178669214,70.82667049152462,-0.5445606537334158,0.9208747514910537,88.75727896540633,-0.022121181711554527,2.6925885965359106,-0.7615972727958673,0.7395604295837284,14.568891359881794,0.3768544073422111
combat,0.9403578528827038,0.6279409049441691,-0.005587932285230949,6090.543017554965,-0.8767786318975446,0.947117296222664,8.880220764719526,0.006587001194061155,43.8647587793027,-0.5558792966179145,0.9133200795228629,96.01766483183249,-0.02174874034302548,3.0512660070150823,-0.7660954957250117,0.719024279056719,14.498309720874328,0.38362458344184025
covbat,0.9415506958250497,0.5281712976013039,-0.005758266389197588,16.259325502939113,-0.8703760006981525,0.9506958250497017,8.710642751159751,0.006858865035134434,24.280614602523247,-0.5549389456248957,0.9141153081510934,94.68941320369434,-0.021548951997694656,2.523481652618104,-0.767511201286748,0.73300221928958,14.44770817582243,0.38485900351877855
scvi_posterior,0.8759443339960239,72.10523162352872,-0.013353357508266784,33.56996412143877,-0.7359002106247061,0.9598409542743539,16.648134838231545,0.012880308750905872,1.9643076869245015,-0.4481987403311558,0.9153081510934393,122.14420831780436,-0.018986246228974015,10.043488753319668,-0.5944764656180013,0.8574902325480778,16.750109564211773,0.8406342017037919
null,0.41900596421471176,0.9092440821971477,-0.007405950034686285,1.0787351184644063,-1.263082787693619,0.5326441351888668,1.344816476955294,-0.00045145133105096703,1.5907356384730436,-0.7871998791189563,0.44580516898608347,1.024053795679864,-0.007440261116566993,1.203524595205443,-1.243213663145821,-0.12372571548441055,0.8817679149850364,0.021453445036534412
